Speaker,Steam (ST)
,"However, the stake of that future, which the Witch of Miracles had guaranteed would contain no miracle, was firm and merciless... "
,"Bit by bit, and yet unceasingly, it continued to pierce into Lion's chest... "
Willard H. Wright,"""...Listen up. ...I'm going to break through their perimeter for just a second. When I do, you need to run with all you've got. It doesn't matter where. Just make sure you get far away from this place, and keep on running no matter what happens."" "
Ushiromiya Lion,"""......I'll try... to the best of my ability... ...If I can't do it, ...please forgive me..."" "
Willard H. Wright,"""...If you can't do it? Enough whining. I won't forgive you. Neither will Clair. "
Willard H. Wright,"...Did you forget that you're Clair's 1 in 2,578,917 chance? If you give up, you're betraying all the other ""yous"" in countless worlds...!! So don't lose heart! Keep on struggling and struggling...!! Don't look for a miracle... Be one!!"" "
Ushiromiya Lion,"""...Be...a miracle..."" "
Willard H. Wright,"""You're going to reach a happy future. Don't give up, don't complain. Just you try complaining again. This time I'll pinch your ass...!"" "
Ushiromiya Lion,"""......O-Okay..."" "
{f:5:Bernkastel},"""*giggle*giggle* Ahhahahahahhahhahhahhahha!! How very confident you are, telling this kid to be a miracle when you stand before the Witch of Miracles...! Miracles are no more than fantasy! Grovel in this world that has been convicted as a mystery, and die horribly like a worm! The witches of theatergoing are looking forward to watching it!!"" "
Willard H. Wright,"""...Hmph. You call that mystery? You think I'd ever accept a mystery without heart? Let the cat who wants to be made into a shamisen strike first."" "
Willard H. Wright,"""Aah, what a pain. Let's have all of you at once! I'm Willard H. Wright, SSVD's Head Inquisitor of Heresy. This will be the final time I draw my sword...!"" "
{f:5:Bernkastel},"""Trash him, kitties."" "
,"At once, all of the cat eyes opened wide, undulating and spinning in a spiral, then swallowed Will up. "
,But Will and Lion weren't swallowed up. 
,"The cats that had flown in at them from all directions were now being launched away, like they were a balloon popping around the pair. "
{f:5:Bernkastel},"""...Oh, not bad."" "
Willard H. Wright,"""I don't give a damn about your kitties. It's just the mama cat I care about. ......{f:5:Bernkastel}, Witch of Miracles!! It's about time someone trimmed your claws!!"" "
,Another flash of the black blade spun in a dark tornado and scattered the cats once more. 
,"Lion, realizing that this was the opening Will had planned, ran all out, still clutching at a heaving chest. "
Ushiromiya Lion,"""...Will, ...I'm running!"" "
Willard H. Wright,"""Diana has a weak stomach. Make sure you only give her milk that's warm."" "
Ushiromiya Lion,"""Huh?"" "
,"By the time Lion asked Will to repeat what he had said, he had already leapt onto the stage and was now confronting {f:5:Bernkastel}. "
,It was like the climax of a show. ...Loud cheers erupted from the pitch-black audience seating. 
,"On either side of Clair, who lay with her insides exposed, ...stood Will, with his pitch-black sword, and {f:5:Bernkastel}, with the scythe that could harvest miracles from fate. "
Willard H. Wright,"""Kyrie and Rudolf are the culprits, and they massacred the people on the island? They called Lion out to the parlor, then shot Lion to death? Sorry, but I can't acknowledge this ""truth"" of yours as a mystery. This is all fantasy."" "
{f:5:Bernkastel},"""Fantasy? You're calling it that to try and let Lion escape fate? By all means, try. *cackle*cackle*, *giggle*giggle*giggle*!! Ahhhahhahhahhahahahahahahahaha, hiiyaaaaaaahhaaaaaaaahhh!!!"" "
Willard H. Wright,"""{p:1:Rule #1. It is forbidden to have a crime without all clues presented.}"" "
,"...Surely, Will's black sword must have cut through {f:5:Bernkastel}'s body. "
,"However, it had no effect, ...like cutting the reflection of the moon on the water. "
{f:5:Bernkastel},"""What's this? What do you mean by ""clues""?"" "
Willard H. Wright,"""I won't accept your ""mystery"" with Kyrie and Rudolf as the culprits. ...You won't find clues showing that they're the culprits no matter which game you look at."" "
{f:5:Bernkastel},"""Of course you won't. Even if they did exist at one point, the whole island blew up."" "
Willard H. Wright,"""Which means there aren't any clues. And that means this is no mystery. It's fantasy."" "
{f:5:Bernkastel},"""...Huuh...?"" "
,It's impossible for an unprovable truth to become truth in the Human world. 
,"In other words, even the actual truth cannot cross the boundary of a cat box. "
{f:5:Bernkastel},"""Ahhahahahahahahahahahaha!! Are you trying to shut the truth inside the cat box? *giggle*giggle* Is this how the mystery genre is supposed to fight? Ahhahhahhahhahahahahahahahaha! Hiiyahhhahahahahahaaaaaaaaahhh!!"" "
,"With a laugh like the howl of a wild animal, {f:5:Bernkastel} carelessly tossed her scythe aside. "
{f:5:Bernkastel},"""Fighting itself is a waste of time. Get over here, scum. Try and cut me all you like. I'll listen to all you've got to say."" "
Willard H. Wright,"""...The twenty wedges will pierce every part of your heartless mystery. Here it comes."" "
{f:5:Bernkastel},"""And when you realize that you can't defeat me with those twenty wedges, ...you know what'll happen next, right? *giggle* Come on. I'll play with you, ...if that's what you want!"" "
Willard H. Wright,"""Haaaaaaaaaaaaaaaaaaaaaaaaaaaahhhh!!!"" "
,"Trying to ignore an incredible pain in the chest, ...Lion kept on running and running without stopping. "
,"I dashed out of the theater of the theatergoing witches, then ran through an incomprehensible world of blackness. "
,"Before I knew it, I was running through a place that looked like a sea of stars, ...or maybe the bottom of the ocean with stars scattered around. "
,"If I get careless for a second, I'll probably trip. "
,"No, if I get careless, I won't be able to tell if I'm running... or just making running motions as I free fall, endlessly sinking deeper into the ocean of stars. "
,"I just kept on running, without any goal or target. "
,I mustn't stop moving. I mustn't fall down here. 
,"If I fall, ...I'll crush the hope of the 'me's in countless worlds... "
,There's a happy world that the {f:5:Beatrice}s dreamed of. 
,"And I'm their last hope, the only one who can reach that world... "
,"...Even though I understand this, ...the ""truth"" thrust in front of me by the witch who controls miracles, who says there can be no miracle, is cruelly gouging itself into my chest... "
Ushiromiya Lion,"""...... ...Sorry, ...Will... ...My body's...already......"" "
,"Then, Lion finally... ...succumbed to the fierce pain and fate... ...and fell over... "
,Lion's body was held roughly from behind and lifted up. 
Ushiromiya Lion,""".........!! ...W-Will...!! You're okay...!"" "
Willard H. Wright,"""No, not really. ...Don't you give up. Didn't I tell you I'd pinch your ass?"" "
Ushiromiya Lion,"""...Sorry... ...I'm really sorry... ...But... on that day, in that place, I was fated to be killed..."" "
Willard H. Wright,"""That's right. All humans are fated to die in the end. Does that mean their lives are meaningless? "
Willard H. Wright,"Of course not. What a person's life means, what it's worth, what it is...these are things each person decides for themselves. ...No matter what sort of fate is forced upon them. Don't accept it. Create your own world...for yourself...!"" "
Ushiromiya Lion,"""......Will, ...your...left arm...!"" "
Willard H. Wright,"""Ah, right... Must have forgotten it. It'd be a pain to go back and get it now."" "
,There were rips all over Will's body. 
,"Also, his left arm had been brutally torn off from the elbow, his clothes were in tatters, ...and he looked like a bloodstained scarecrow... "
,"Then, Lion noticed. "
,"Though this place had once felt like a sea filled with stars, both above and below them, ...those stars had now gathered together and were surrounding them... "
,"It was a huge, even number of stars, all glaring at the two of them... "
,"Will was holding Lion with one arm. He couldn't take his sword out. However, he didn't let go. "
,"...He was determined to let Lion escape from here, to lead Lion towards the happy tale that the {f:5:Beatrice}s had dreamed of. "
,"Behind the cats whose eyes glowed out of the empty darkness, ...the queen of cats who permitted no miracles appeared... "
{f:5:Bernkastel},"""......Willard, put Lion down. If you do, I'll let you go."" "
Willard H. Wright,"""Go file a protest with the Great Court. You can put it up for debate."" "
Ushiromiya Lion,"""...Will, ...I..."" "
Willard H. Wright,"""I won't leave you behind. ...I need to tell you. To tell you why I quit SSVD."" "
{f:5:Bernkastel},"""...Come to think of it, even I don't know that. ...Why'd you do it?"" "
Willard H. Wright,"""It's because I got fed up with all those damn sob story mysteries. ...We'll survive and reach a happy ending."" "
Willard H. Wright,"""I'll show her. {f:5:Beatrice} died in despair, thinking that there were only bad endings. I'll show her that a happy ending can exist. That's why I'll never put you down."" "
Ushiromiya Lion,"""......Will..."" "
Willard H. Wright,"""You can take the rest of my left arm, cats. I'll give you my legs too, if you want them. ...But I'm not letting go of Lion here. ...I'll take Lion away from the bad ending you represent, even if I have to crawl my way out of here...!"" "
{f:5:Bernkastel},"""Are you okay with this, Lion? Will's planning to die protecting you. You don't want that, right? Go ahead and tell him to leave you be and save himself."" "
Ushiromiya Lion,"""......Will..."" "
Willard H. Wright,"""Yeah."" "
Ushiromiya Lion,"""...Please, ...don't leave me here...! ...I'll certainly survive! And so will you...!!"" "
Willard H. Wright,"""That's the spirit."" "
,"As he said this, Will held Lion tight. "
Willard H. Wright,"""There you have it. We'll keep struggling on, {f:5:Bernkastel}."" "
Ushiromiya Lion,"""We won't give up on the chance of a miracle...!"" "
{f:5:Bernkastel},"""You're saying that? When the Witch of Miracles has promised with certainty that there will be no miracles? ......*giggle*giggle* Hehehehehehahahahahahaha!! So long, you two. Go collect dust in the depths of oblivion, unable even to die, and disappear!!"" "
{f:5:Bernkastel},"""Come, my kitties. I won't order you to kill them. Just clean up the two pieces whose role has ended."" "
,"A hundred million, a trillion, ten quadrillion cats all bared their fangs. "
,"In the starry sky of cat eyes, countless flesh-colored mouths opened, exposing countless teeth. "
,{a:c:...The world was wrapped in flesh and blood and fangs.} 
